Nom du projet,Secteur,Énergie utilisée,Type de transport,Distance transport (km),Fréquence transport,Matériaux,Taille de l’équipe / locaux,Durée de vie estimée (ans),Budget carbone estimé (tCO2e),Score ESG initial
Projet_6057,Production industrielle,renouvelable,maritime,6579.93,mensuelle,"béton, plastique, bois",100,48,884.25,4.92
Projet_6058,Transport / logistique,renouvelable,routier,6805.88,ponctuelle,"acier, béton",200,49,832.46,5.12
Projet_6059,Construction immobilière,mix,routier,8308.06,hebdomadaire,acier,200,40,808.97,38.46
Projet_6060,Transport / logistique,fossile,maritime,1983.23,quotidienne,"recyclé, bois, béton",5,14,949.23,60.96
Projet_6061,Construction immobilière,fossile,ferroviaire,206.5,ponctuelle,"acier, plastique",10,10,475.53,66.92
Projet_6062,Transport / logistique,fossile,aérien,9491.17,hebdomadaire,"bois, recyclé",20,26,169.74,33.12
Projet_6063,Agriculture durable,renouvelable,aérien,7892.12,quotidienne,"bois, plastique, béton",10,19,881.93,76.72
Projet_6064,Production industrielle,renouvelable,ferroviaire,2661.23,mensuelle,"verre, acier, recyclé",200,10,899.52,21.66
Projet_6065,Agriculture durable,renouvelable,aérien,9138.14,ponctuelle,béton,200,19,642.99,54.84
Projet_6066,Construction immobilière,fossile,ferroviaire,9713.04,hebdomadaire,"acier, verre, plastique",200,23,508.7,17.54
Projet_6067,Construction immobilière,renouvelable,aérien,5123.82,hebdomadaire,"acier, bois",200,43,344.56,20.2
Projet_6068,Production industrielle,fossile,ferroviaire,7574.52,mensuelle,"bois, plastique",10,23,662.44,1.93
Projet_6069,Construction immobilière,fossile,routier,9639.27,hebdomadaire,"bois, béton, plastique",5,35,362.47,83.1
Projet_6070,Projets numériques,fossile,aérien,2424.47,quotidienne,bois,20,15,744.71,54.38
Projet_6071,Transport / logistique,fossile,aérien,7313.66,mensuelle,"plastique, béton, bois",5,37,299.71,82.93
Projet_6072,Projets numériques,renouvelable,maritime,1790.98,hebdomadaire,béton,20,45,123.12,37.05
Projet_6073,Construction immobilière,fossile,maritime,2096.03,ponctuelle,"bois, plastique",10,48,756.34,68.84
Projet_6074,Production industrielle,fossile,maritime,8022.28,quotidienne,verre,50,11,756.21,95.39
Projet_6075,Production industrielle,renouvelable,ferroviaire,4600.89,hebdomadaire,"acier, recyclé, bois",10,6,869.69,96.18
Projet_6076,Production industrielle,renouvelable,aérien,6079.21,mensuelle,recyclé,10,47,291.71,57.67
Projet_6077,Projets numériques,fossile,maritime,5313.55,mensuelle,"acier, bois, plastique",5,42,340.51,30.09
Projet_6078,Production industrielle,renouvelable,maritime,5669.07,ponctuelle,"bois, acier, plastique",10,48,807.23,85.27
Projet_6079,Transport / logistique,fossile,maritime,8326.07,hebdomadaire,béton,100,17,494.29,8.61
Projet_6080,Production industrielle,fossile,aérien,4236.99,ponctuelle,bois,5,39,51.68,26.78
Projet_6081,Construction immobilière,mix,ferroviaire,3049.66,quotidienne,"plastique, béton, acier",100,42,189.72,90.95
Projet_6082,Transport / logistique,fossile,ferroviaire,707.77,hebdomadaire,béton,50,37,315.19,30.51
Projet_6083,Construction immobilière,fossile,ferroviaire,4921.95,hebdomadaire,verre,100,31,525.19,92.47
Projet_6084,Construction immobilière,mix,maritime,2066.29,hebdomadaire,"recyclé, bois",200,48,28.07,15.27
Projet_6085,Agriculture durable,renouvelable,aérien,4906.46,ponctuelle,recyclé,20,13,394.69,29.7
Projet_6086,Agriculture durable,renouvelable,routier,4074.45,hebdomadaire,"plastique, acier",10,15,411.59,84.9
Projet_6087,Projets numériques,mix,maritime,279.35,hebdomadaire,"verre, bois",100,10,66.09,48.21
Projet_6088,Construction immobilière,mix,aérien,5389.61,quotidienne,"béton, bois, plastique",200,33,883.16,91.56
Projet_6089,Construction immobilière,renouvelable,ferroviaire,9178.69,hebdomadaire,"recyclé, béton, bois",20,40,901.06,48.7
Projet_6090,Agriculture durable,fossile,routier,3966.97,hebdomadaire,"béton, recyclé",100,24,754.71,43.2
Projet_6091,Construction immobilière,fossile,routier,2765.82,mensuelle,"plastique, acier",50,24,423.77,97.69
Projet_6092,Production industrielle,mix,maritime,1426.71,hebdomadaire,"plastique, recyclé, acier",200,39,349.2,68.12
Projet_6093,Production industrielle,mix,maritime,4566.07,ponctuelle,"acier, béton, bois",200,16,297.61,53.05
Projet_6094,Agriculture durable,fossile,maritime,8994.32,mensuelle,"acier, bois",20,19,737.66,82.02
Projet_6095,Production industrielle,renouvelable,aérien,7409.11,hebdomadaire,"béton, acier, verre",5,24,656.5,84.95
Projet_6096,Projets numériques,renouvelable,routier,3692.37,hebdomadaire,verre,20,31,726.22,52.25
Projet_6097,Construction immobilière,fossile,aérien,5663.22,ponctuelle,"verre, recyclé",20,11,978.72,97.47
Projet_6098,Agriculture durable,fossile,routier,3803.17,hebdomadaire,béton,200,14,308.51,6.45
Projet_6099,Production industrielle,mix,maritime,700.49,ponctuelle,"verre, recyclé",10,23,699.27,68.12
Projet_6100,Projets numériques,fossile,ferroviaire,4613.01,hebdomadaire,acier,10,16,119.11,6.9
Projet_6101,Projets numériques,renouvelable,ferroviaire,8399.69,quotidienne,"bois, béton",10,50,96.97,80.78
Projet_6102,Production industrielle,fossile,maritime,1784.67,ponctuelle,"acier, béton, recyclé",20,20,159.73,86.81
Projet_6103,Transport / logistique,fossile,routier,5605.4,hebdomadaire,"béton, recyclé, acier",200,39,963.04,73.71
Projet_6104,Agriculture durable,fossile,routier,3798.37,mensuelle,béton,5,33,57.74,59.43
Projet_6105,Agriculture durable,mix,routier,9092.74,quotidienne,"plastique, verre",10,36,121.73,16.89
Projet_6106,Projets numériques,renouvelable,maritime,9914.93,quotidienne,"verre, bois, béton",50,38,345.66,55.95
Projet_6107,Transport / logistique,renouvelable,aérien,5641.83,hebdomadaire,"verre, acier, bois",10,50,144.53,3.96
Projet_6108,Construction immobilière,fossile,aérien,5777.33,quotidienne,bois,10,24,726.74,40.22
Projet_6109,Transport / logistique,fossile,routier,1776.29,quotidienne,"acier, recyclé",50,40,372.01,63.07
Projet_6110,Agriculture durable,fossile,maritime,1018.27,ponctuelle,"verre, recyclé, acier",50,23,601.04,79.19
Projet_6111,Production industrielle,mix,routier,262.98,quotidienne,"bois, recyclé, verre",20,30,478.95,11.01
Projet_6112,Construction immobilière,renouvelable,aérien,6412.83,ponctuelle,"acier, verre, béton",100,31,459.36,43.9
Projet_6113,Construction immobilière,renouvelable,routier,9509.5,mensuelle,béton,5,7,813.9,98.89
Projet_6114,Construction immobilière,fossile,maritime,1049.64,quotidienne,acier,5,9,391.33,48.56
Projet_6115,Transport / logistique,fossile,ferroviaire,55.36,ponctuelle,plastique,50,36,803.3,47.85
Projet_6116,Transport / logistique,renouvelable,ferroviaire,4789.46,quotidienne,bois,5,28,48.85,48.57
Projet_6117,Production industrielle,fossile,routier,9187.07,quotidienne,"verre, béton, acier",50,36,591.21,57.04
Projet_6118,Production industrielle,mix,aérien,2516.19,hebdomadaire,"verre, acier, plastique",10,26,706.79,75.5
Projet_6119,Projets numériques,renouvelable,ferroviaire,8761.25,ponctuelle,"plastique, acier",10,32,97.48,67.96
Projet_6120,Transport / logistique,mix,aérien,9631.13,ponctuelle,"acier, bois",50,25,49.34,32.21
Projet_6121,Transport / logistique,renouvelable,ferroviaire,74.69,ponctuelle,"bois, recyclé, acier",200,20,755.98,56.71
Projet_6122,Transport / logistique,mix,aérien,8780.07,hebdomadaire,plastique,50,43,561.36,86.43
Projet_6123,Construction immobilière,renouvelable,maritime,6012.68,hebdomadaire,"béton, bois, plastique",10,21,321.44,2.96
Projet_6124,Agriculture durable,fossile,maritime,4666.12,mensuelle,"plastique, recyclé, verre",200,17,32.94,12.81
Projet_6125,Projets numériques,renouvelable,aérien,4331.87,quotidienne,"acier, verre",10,47,397.91,87.99
Projet_6126,Transport / logistique,renouvelable,ferroviaire,6639.18,quotidienne,"plastique, recyclé, bois",100,8,370.11,14.4
Projet_6127,Transport / logistique,renouvelable,routier,4495.42,mensuelle,"plastique, béton, acier",100,29,369.2,61.0
Projet_6128,Projets numériques,renouvelable,routier,3267.89,mensuelle,"verre, bois",5,25,590.7,89.57
Projet_6129,Production industrielle,renouvelable,maritime,9392.32,mensuelle,"béton, recyclé, verre",10,7,866.12,59.4
Projet_6130,Projets numériques,renouvelable,ferroviaire,1804.86,hebdomadaire,verre,100,21,815.2,12.78
Projet_6131,Construction immobilière,renouvelable,ferroviaire,9741.73,hebdomadaire,"recyclé, acier",50,11,210.42,98.33
Projet_6132,Agriculture durable,fossile,ferroviaire,3795.63,quotidienne,verre,5,6,646.11,92.06
Projet_6133,Production industrielle,renouvelable,routier,7176.6,quotidienne,"plastique, recyclé",100,9,741.45,96.48
Projet_6134,Agriculture durable,renouvelable,maritime,3239.91,mensuelle,verre,200,20,843.91,29.27
Projet_6135,Transport / logistique,mix,ferroviaire,1443.16,mensuelle,"acier, verre, recyclé",20,22,203.26,41.61
Projet_6136,Transport / logistique,mix,maritime,1498.38,mensuelle,"bois, béton, recyclé",100,39,552.62,13.34
Projet_6137,Construction immobilière,fossile,aérien,6647.19,ponctuelle,bois,200,16,960.76,95.56
Projet_6138,Agriculture durable,mix,maritime,4481.24,quotidienne,verre,10,12,451.35,85.07
Projet_6139,Projets numériques,mix,aérien,8652.17,quotidienne,"plastique, verre",20,32,371.83,59.32
Projet_6140,Production industrielle,renouvelable,aérien,6531.86,hebdomadaire,"béton, recyclé",50,49,477.79,72.4
Projet_6141,Construction immobilière,renouvelable,routier,993.66,mensuelle,"verre, recyclé, plastique",20,18,239.37,85.33
Projet_6142,Agriculture durable,fossile,routier,5896.14,ponctuelle,"béton, bois, verre",100,43,968.46,98.67
Projet_6143,Production industrielle,renouvelable,routier,5351.78,ponctuelle,"plastique, acier, recyclé",100,15,111.56,95.77
Projet_6144,Production industrielle,mix,maritime,6214.28,quotidienne,"recyclé, plastique, bois",5,38,873.04,80.34
Projet_6145,Projets numériques,renouvelable,aérien,5271.04,ponctuelle,plastique,5,20,218.43,10.63
Projet_6146,Agriculture durable,fossile,ferroviaire,2171.78,ponctuelle,"plastique, recyclé",100,25,550.54,74.42
Projet_6147,Production industrielle,renouvelable,maritime,6352.45,mensuelle,"recyclé, béton",50,14,990.32,75.63
Projet_6148,Construction immobilière,fossile,maritime,9290.3,quotidienne,acier,100,49,899.41,76.38
Projet_6149,Agriculture durable,fossile,aérien,2911.4,quotidienne,"verre, plastique",5,35,556.08,32.18
Projet_6150,Agriculture durable,mix,routier,5356.98,mensuelle,"verre, acier, béton",20,12,35.39,12.03
Projet_6151,Production industrielle,mix,routier,5641.27,quotidienne,verre,5,42,670.45,20.79
Projet_6152,Transport / logistique,fossile,aérien,1797.53,quotidienne,plastique,20,39,58.81,96.35
Projet_6153,Production industrielle,renouvelable,routier,2874.62,mensuelle,verre,20,35,369.67,66.94
Projet_6154,Construction immobilière,fossile,routier,8617.11,ponctuelle,"verre, plastique",10,31,88.67,74.56
Projet_6155,Production industrielle,mix,ferroviaire,972.98,hebdomadaire,"acier, bois",5,21,173.11,62.8
Projet_6156,Construction immobilière,renouvelable,maritime,3384.46,quotidienne,"plastique, bois",200,7,685.71,70.45
Projet_6157,Projets numériques,fossile,maritime,5593.75,mensuelle,verre,10,7,959.45,18.37
Projet_6158,Agriculture durable,renouvelable,aérien,7509.84,mensuelle,"bois, acier, plastique",200,21,485.55,70.44
Projet_6159,Construction immobilière,fossile,routier,5501.62,ponctuelle,"recyclé, béton, plastique",200,32,893.21,2.44
Projet_6160,Construction immobilière,fossile,routier,1963.11,mensuelle,bois,200,11,782.73,67.72
Projet_6161,Transport / logistique,renouvelable,routier,3561.19,ponctuelle,"béton, recyclé",100,5,824.44,64.84
Projet_6162,Production industrielle,fossile,ferroviaire,1703.38,quotidienne,"verre, bois",100,34,424.73,96.18
Projet_6163,Production industrielle,fossile,maritime,634.54,quotidienne,plastique,10,47,844.24,70.38
Projet_6164,Production industrielle,renouvelable,ferroviaire,8079.43,ponctuelle,"bois, recyclé, verre",100,44,449.62,46.94
Projet_6165,Production industrielle,fossile,aérien,5791.02,quotidienne,"béton, acier",5,26,122.37,73.06
Projet_6166,Production industrielle,fossile,maritime,1238.67,hebdomadaire,"verre, bois, recyclé",10,24,785.09,24.11
Projet_6167,Agriculture durable,fossile,ferroviaire,6207.24,quotidienne,"acier, béton",20,42,860.33,75.44
Projet_6168,Agriculture durable,fossile,ferroviaire,8051.81,ponctuelle,bois,50,19,546.33,59.34
Projet_6169,Projets numériques,mix,routier,9885.64,ponctuelle,"plastique, verre",200,13,793.17,80.1
Projet_6170,Construction immobilière,mix,maritime,1211.78,hebdomadaire,béton,50,35,477.18,96.62
Projet_6171,Projets numériques,fossile,routier,2981.77,quotidienne,"recyclé, plastique",50,31,982.0,42.44
Projet_6172,Production industrielle,renouvelable,ferroviaire,6740.74,ponctuelle,"verre, béton, acier",10,23,80.97,8.16
Projet_6173,Transport / logistique,mix,routier,5868.07,quotidienne,"recyclé, béton",50,44,696.79,41.16
Projet_6174,Projets numériques,mix,routier,6924.37,quotidienne,"bois, plastique, verre",20,36,560.53,47.07
Projet_6175,Production industrielle,mix,ferroviaire,8614.6,hebdomadaire,recyclé,20,44,517.53,91.7
Projet_6176,Transport / logistique,mix,routier,7450.31,quotidienne,"béton, verre, plastique",100,48,177.66,85.09
Projet_6177,Construction immobilière,renouvelable,maritime,8874.42,quotidienne,"plastique, acier",50,48,329.04,8.09
Projet_6178,Agriculture durable,fossile,routier,6961.99,ponctuelle,"béton, recyclé, bois",200,20,274.23,96.12
Projet_6179,Projets numériques,fossile,aérien,6803.2,ponctuelle,bois,20,20,865.37,8.92
Projet_6180,Construction immobilière,renouvelable,ferroviaire,671.49,quotidienne,acier,50,44,343.98,19.77
Projet_6181,Projets numériques,fossile,routier,573.92,hebdomadaire,béton,200,23,313.49,0.81
Projet_6182,Agriculture durable,renouvelable,routier,5503.67,ponctuelle,"plastique, acier",50,21,134.69,20.39
Projet_6183,Production industrielle,fossile,maritime,465.07,ponctuelle,recyclé,200,15,844.87,77.22
Projet_6184,Agriculture durable,mix,maritime,1406.88,ponctuelle,recyclé,20,9,518.12,90.3
Projet_6185,Production industrielle,mix,aérien,9826.24,ponctuelle,béton,50,44,669.17,38.22
Projet_6186,Agriculture durable,renouvelable,ferroviaire,1467.03,mensuelle,"verre, béton, recyclé",10,28,688.69,58.4
Projet_6187,Agriculture durable,renouvelable,aérien,7594.04,hebdomadaire,"verre, recyclé",100,5,708.76,54.0
Projet_6188,Projets numériques,renouvelable,routier,2884.8,ponctuelle,"bois, béton",20,15,648.49,19.84
Projet_6189,Agriculture durable,mix,aérien,8398.71,hebdomadaire,"bois, acier, verre",10,49,640.69,82.29
Projet_6190,Agriculture durable,fossile,maritime,4094.2,ponctuelle,"béton, bois",20,17,738.31,43.19
Projet_6191,Transport / logistique,renouvelable,ferroviaire,9916.66,hebdomadaire,"plastique, bois, béton",100,34,48.37,7.86
Projet_6192,Production industrielle,mix,aérien,1250.15,quotidienne,acier,50,6,232.36,56.94
Projet_6193,Projets numériques,mix,routier,867.24,mensuelle,béton,100,38,756.29,10.99
Projet_6194,Agriculture durable,mix,aérien,8637.21,quotidienne,"recyclé, acier, plastique",50,44,200.26,75.59
Projet_6195,Agriculture durable,renouvelable,routier,9471.76,ponctuelle,"verre, plastique",100,47,771.62,74.44
Projet_6196,Projets numériques,renouvelable,aérien,2958.5,ponctuelle,"recyclé, plastique",20,44,31.16,99.47
Projet_6197,Construction immobilière,renouvelable,ferroviaire,9700.38,hebdomadaire,"recyclé, bois",5,16,410.93,40.39
Projet_6198,Projets numériques,fossile,routier,8480.64,quotidienne,"acier, recyclé, bois",50,37,112.45,16.6
Projet_6199,Transport / logistique,fossile,routier,3483.81,quotidienne,"acier, plastique, recyclé",50,31,984.26,11.92
Projet_6200,Projets numériques,renouvelable,aérien,3786.37,quotidienne,"béton, bois, verre",10,44,121.79,55.54
Projet_6201,Construction immobilière,renouvelable,ferroviaire,5054.68,hebdomadaire,"béton, plastique, bois",20,35,744.42,77.81
Projet_6202,Construction immobilière,fossile,ferroviaire,4579.29,quotidienne,"acier, verre, recyclé",5,33,430.53,29.27
Projet_6203,Construction immobilière,renouvelable,routier,3403.57,hebdomadaire,acier,50,41,828.79,37.75
Projet_6204,Projets numériques,renouvelable,maritime,7995.18,mensuelle,acier,10,43,58.98,13.8
Projet_6205,Production industrielle,mix,routier,6776.12,hebdomadaire,"béton, verre, acier",20,25,829.62,28.73
Projet_6206,Construction immobilière,renouvelable,ferroviaire,8957.77,ponctuelle,"béton, verre, recyclé",5,33,134.62,20.29
Projet_6207,Construction immobilière,fossile,ferroviaire,2444.0,ponctuelle,béton,100,33,873.77,31.8
Projet_6208,Projets numériques,renouvelable,maritime,6619.27,hebdomadaire,"bois, béton",200,47,672.09,34.06
Projet_6209,Construction immobilière,fossile,aérien,6340.81,mensuelle,"recyclé, acier",20,31,808.4,90.39
Projet_6210,Transport / logistique,mix,ferroviaire,798.81,hebdomadaire,"bois, verre",200,14,136.91,30.6
Projet_6211,Agriculture durable,renouvelable,routier,2913.55,hebdomadaire,"verre, acier, recyclé",50,40,232.34,37.21
Projet_6212,Production industrielle,renouvelable,routier,9434.24,ponctuelle,"plastique, recyclé",5,39,428.05,74.27
Projet_6213,Construction immobilière,fossile,routier,2133.17,hebdomadaire,"recyclé, béton, verre",20,22,699.41,39.98
Projet_6214,Projets numériques,fossile,routier,7551.98,ponctuelle,plastique,100,16,887.41,88.61
Projet_6215,Production industrielle,mix,ferroviaire,948.99,ponctuelle,"bois, plastique, béton",200,18,211.2,45.07
Projet_6216,Agriculture durable,mix,maritime,4278.78,hebdomadaire,verre,10,28,372.55,71.54
Projet_6217,Production industrielle,mix,aérien,8750.64,hebdomadaire,"béton, verre, plastique",50,46,622.89,14.7
Projet_6218,Construction immobilière,mix,routier,2638.42,hebdomadaire,acier,20,30,191.74,82.64
Projet_6219,Agriculture durable,renouvelable,maritime,1796.06,ponctuelle,"verre, bois, acier",5,16,851.48,95.74
Projet_6220,Construction immobilière,fossile,ferroviaire,1123.76,ponctuelle,verre,50,7,302.76,20.37
Projet_6221,Construction immobilière,renouvelable,ferroviaire,3532.08,hebdomadaire,béton,200,36,748.89,99.52
Projet_6222,Projets numériques,renouvelable,ferroviaire,6334.78,mensuelle,recyclé,10,30,793.94,34.06
Projet_6223,Transport / logistique,mix,maritime,7464.85,ponctuelle,bois,5,29,749.94,36.2
Projet_6224,Transport / logistique,mix,maritime,6998.84,ponctuelle,"béton, plastique, verre",5,46,930.97,25.74
Projet_6225,Production industrielle,fossile,maritime,4150.63,ponctuelle,"béton, verre, acier",200,44,297.61,74.22
Projet_6226,Construction immobilière,renouvelable,maritime,2458.65,mensuelle,verre,100,19,255.4,61.73
Projet_6227,Production industrielle,fossile,aérien,8072.32,mensuelle,"bois, verre",20,23,197.98,69.41
Projet_6228,Projets numériques,mix,maritime,9977.5,hebdomadaire,"plastique, verre, acier",10,47,38.44,55.7
Projet_6229,Production industrielle,renouvelable,routier,4740.86,quotidienne,"recyclé, béton",100,12,743.24,93.15
Projet_6230,Production industrielle,renouvelable,routier,6465.12,mensuelle,béton,20,13,163.44,19.23
Projet_6231,Projets numériques,mix,ferroviaire,3244.81,hebdomadaire,plastique,20,19,873.73,23.33
Projet_6232,Projets numériques,fossile,routier,3549.18,ponctuelle,"bois, recyclé, béton",5,45,909.56,92.74
Projet_6233,Agriculture durable,renouvelable,ferroviaire,5185.84,mensuelle,"acier, bois, plastique",10,13,304.41,84.83
Projet_6234,Production industrielle,mix,aérien,1084.52,quotidienne,"acier, plastique, verre",200,8,20.61,54.24
Projet_6235,Construction immobilière,mix,routier,2688.53,quotidienne,plastique,10,32,653.3,45.87
Projet_6236,Construction immobilière,mix,ferroviaire,6411.27,quotidienne,plastique,20,5,608.92,0.25
Projet_6237,Agriculture durable,mix,ferroviaire,1714.63,hebdomadaire,plastique,20,16,794.18,83.46
Projet_6238,Transport / logistique,renouvelable,routier,8800.97,hebdomadaire,recyclé,100,35,964.66,12.76
Projet_6239,Production industrielle,fossile,aérien,7357.18,quotidienne,verre,5,5,48.57,83.88
Projet_6240,Projets numériques,renouvelable,maritime,1619.06,quotidienne,"béton, verre",5,28,110.46,38.56
Projet_6241,Projets numériques,mix,routier,4262.52,ponctuelle,verre,5,21,928.7,64.9
Projet_6242,Construction immobilière,fossile,routier,9135.04,hebdomadaire,"recyclé, verre, acier",10,23,301.64,52.74
Projet_6243,Construction immobilière,fossile,aérien,3710.01,mensuelle,bois,5,39,143.97,82.54
Projet_6244,Transport / logistique,renouvelable,routier,5869.42,quotidienne,plastique,5,39,428.88,86.63
Projet_6245,Transport / logistique,renouvelable,maritime,1621.15,ponctuelle,"recyclé, acier, plastique",5,14,602.87,36.2
Projet_6246,Construction immobilière,mix,ferroviaire,4918.69,mensuelle,"bois, verre, plastique",100,10,366.89,28.16
Projet_6247,Agriculture durable,fossile,maritime,2448.89,mensuelle,"bois, acier, recyclé",10,32,744.52,86.07
Projet_6248,Production industrielle,renouvelable,maritime,1686.74,mensuelle,bois,100,23,419.08,76.52
Projet_6249,Projets numériques,mix,routier,4746.77,quotidienne,béton,200,20,112.77,99.16
Projet_6250,Production industrielle,renouvelable,maritime,3101.03,mensuelle,"bois, verre, acier",10,13,36.4,89.36
Projet_6251,Agriculture durable,fossile,routier,9152.06,hebdomadaire,"acier, plastique",5,22,605.42,17.24
Projet_6252,Projets numériques,renouvelable,ferroviaire,2722.42,mensuelle,"béton, recyclé",10,34,921.55,29.37
Projet_6253,Production industrielle,fossile,maritime,3097.42,mensuelle,"béton, verre, bois",20,22,915.08,86.04
Projet_6254,Production industrielle,renouvelable,routier,2911.71,hebdomadaire,"recyclé, béton",100,19,332.64,95.86
Projet_6255,Transport / logistique,renouvelable,ferroviaire,5273.03,ponctuelle,"recyclé, verre, béton",50,17,449.64,46.12
Projet_6256,Production industrielle,mix,maritime,4286.04,ponctuelle,"verre, plastique, bois",20,21,389.86,31.54
Projet_6257,Transport / logistique,fossile,maritime,7027.27,quotidienne,plastique,20,34,126.02,44.94
Projet_6258,Production industrielle,renouvelable,aérien,5798.07,mensuelle,bois,200,38,961.84,98.65
Projet_6259,Transport / logistique,fossile,ferroviaire,6742.96,mensuelle,"plastique, verre",50,41,420.02,26.58
Projet_6260,Transport / logistique,mix,maritime,3739.93,ponctuelle,"recyclé, plastique, verre",100,23,333.45,68.79
Projet_6261,Projets numériques,renouvelable,routier,7893.77,quotidienne,"recyclé, béton, acier",10,35,870.87,45.9
Projet_6262,Transport / logistique,renouvelable,ferroviaire,4306.99,quotidienne,"béton, bois",200,21,795.71,98.6
Projet_6263,Production industrielle,fossile,routier,4106.82,quotidienne,"verre, plastique",10,47,86.4,23.44
Projet_6264,Projets numériques,mix,aérien,518.56,quotidienne,"bois, acier, plastique",20,9,718.5,40.65
Projet_6265,Projets numériques,mix,aérien,4072.66,mensuelle,"plastique, béton",20,27,494.63,11.79
Projet_6266,Transport / logistique,renouvelable,ferroviaire,6301.99,ponctuelle,bois,10,45,397.65,47.79
Projet_6267,Agriculture durable,mix,ferroviaire,9201.36,quotidienne,verre,10,27,576.4,26.37
Projet_6268,Agriculture durable,mix,maritime,8317.71,mensuelle,"recyclé, béton, plastique",20,47,103.28,95.19
Projet_6269,Production industrielle,mix,aérien,5217.37,ponctuelle,"recyclé, béton",200,28,428.46,66.15
Projet_6270,Production industrielle,mix,ferroviaire,6033.49,ponctuelle,"béton, bois",200,39,94.91,14.3
Projet_6271,Construction immobilière,fossile,aérien,3015.62,hebdomadaire,"plastique, recyclé",5,12,711.41,88.94
Projet_6272,Projets numériques,fossile,aérien,6382.63,ponctuelle,"béton, plastique, recyclé",20,34,681.77,66.29
Projet_6273,Agriculture durable,renouvelable,maritime,1274.57,ponctuelle,béton,50,14,485.24,59.95
Projet_6274,Projets numériques,renouvelable,routier,9799.14,mensuelle,acier,20,20,746.54,96.59
Projet_6275,Production industrielle,mix,routier,8187.85,hebdomadaire,"plastique, béton, acier",200,16,154.26,40.46
Projet_6276,Construction immobilière,renouvelable,routier,2538.71,mensuelle,acier,5,43,622.47,29.73
Projet_6277,Projets numériques,mix,maritime,341.18,quotidienne,"bois, plastique, béton",50,6,955.73,53.17
Projet_6278,Production industrielle,fossile,routier,5720.16,hebdomadaire,béton,200,45,936.19,92.06
Projet_6279,Agriculture durable,fossile,ferroviaire,1269.92,ponctuelle,acier,50,25,216.85,5.44
Projet_6280,Production industrielle,renouvelable,maritime,3879.64,ponctuelle,"recyclé, bois",10,10,649.38,98.8
Projet_6281,Construction immobilière,mix,routier,5603.02,hebdomadaire,"acier, recyclé, béton",200,27,607.05,96.55
Projet_6282,Transport / logistique,renouvelable,aérien,5384.24,ponctuelle,"plastique, verre, bois",50,29,303.82,0.9
Projet_6283,Transport / logistique,mix,aérien,4486.1,mensuelle,"verre, acier, béton",5,46,366.0,23.93
Projet_6284,Construction immobilière,fossile,maritime,5591.81,ponctuelle,"plastique, béton, acier",20,30,48.25,68.57
Projet_6285,Transport / logistique,fossile,aérien,4855.45,quotidienne,"acier, recyclé",200,21,992.54,60.84
Projet_6286,Projets numériques,fossile,maritime,5589.04,quotidienne,béton,50,31,165.64,18.53
Projet_6287,Agriculture durable,renouvelable,aérien,6804.12,mensuelle,"plastique, recyclé",20,15,546.62,68.01
Projet_6288,Transport / logistique,fossile,maritime,2881.72,ponctuelle,"verre, plastique",5,24,353.29,73.45
Projet_6289,Agriculture durable,mix,ferroviaire,6141.91,hebdomadaire,"verre, béton, acier",200,6,827.25,37.77
Projet_6290,Projets numériques,renouvelable,maritime,7059.42,quotidienne,"recyclé, verre",20,21,377.09,29.9
Projet_6291,Agriculture durable,mix,routier,820.6,hebdomadaire,"bois, plastique",5,9,748.44,7.52
Projet_6292,Agriculture durable,fossile,maritime,5746.17,ponctuelle,"bois, verre",5,45,77.96,97.37
Projet_6293,Construction immobilière,renouvelable,ferroviaire,5732.38,ponctuelle,"verre, recyclé",20,13,418.79,47.35
Projet_6294,Agriculture durable,mix,maritime,8036.09,quotidienne,acier,10,31,582.69,8.88
Projet_6295,Agriculture durable,mix,maritime,8840.04,quotidienne,"acier, béton, recyclé",200,26,292.15,37.0
Projet_6296,Transport / logistique,fossile,ferroviaire,9205.79,quotidienne,acier,10,14,47.56,68.2
Projet_6297,Production industrielle,fossile,aérien,78.62,hebdomadaire,"béton, plastique",5,11,256.81,96.51
Projet_6298,Transport / logistique,renouvelable,ferroviaire,6216.97,ponctuelle,verre,20,48,852.72,32.27
Projet_6299,Production industrielle,mix,maritime,4094.5,ponctuelle,"recyclé, béton",5,14,697.31,7.15
Projet_6300,Construction immobilière,renouvelable,ferroviaire,7378.21,mensuelle,"acier, recyclé, béton",100,12,61.58,81.54
Projet_6301,Transport / logistique,fossile,maritime,9675.4,hebdomadaire,"recyclé, béton",20,26,475.71,25.41
Projet_6302,Construction immobilière,fossile,routier,910.73,hebdomadaire,"plastique, acier",200,8,599.22,77.57
Projet_6303,Projets numériques,mix,maritime,4130.11,mensuelle,"béton, verre, plastique",200,8,134.34,62.41
Projet_6304,Transport / logistique,fossile,maritime,8488.77,ponctuelle,"plastique, bois, verre",5,33,587.27,79.37
Projet_6305,Projets numériques,mix,routier,1584.89,hebdomadaire,recyclé,20,31,451.61,81.84
Projet_6306,Projets numériques,fossile,aérien,5061.79,mensuelle,recyclé,5,6,314.55,21.97
Projet_6307,Transport / logistique,fossile,ferroviaire,9729.22,ponctuelle,"recyclé, plastique",50,46,297.46,49.7
Projet_6308,Projets numériques,fossile,routier,8086.54,ponctuelle,"verre, béton",100,31,743.31,78.92
